,ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms
3904,3905,C,Ship,4,1,187,3,medium,M,8,5872
2277,2278,B,Ship,4,3,264,3,low,F,39,2213
7001,7002,F,Flight,4,1,181,2,low,M,2,4154
8240,8241,A,Ship,4,4,221,10,high,M,6,5582
1401,1402,B,Ship,3,5,152,6,low,F,32,1158
739,740,F,Ship,3,2,241,3,low,M,22,3030
6552,6553,D,Road,5,4,254,5,medium,M,7,1545
4266,4267,D,Ship,3,2,169,3,low,F,3,5673
10849,10850,F,Ship,3,4,168,3,medium,F,3,5303
4979,4980,F,Ship,4,5,227,2,low,M,7,4414
3253,3254,F,Ship,3,3,235,3,medium,F,10,4186
3851,3852,F,Flight,2,3,263,3,medium,F,10,4779
9509,9510,F,Ship,5,2,149,2,low,F,6,4661
2661,2662,B,Ship,4,1,201,4,medium,M,59,2925
7912,7913,C,Ship,3,3,167,2,low,M,6,5101
8265,8266,B,Ship,5,5,258,5,low,M,6,1068
674,675,A,Road,4,5,202,3,low,F,6,2616
7305,7306,B,Ship,6,1,232,6,low,M,4,5877
8404,8405,C,Ship,4,1,162,3,medium,M,6,4343
7011,7012,B,Ship,4,2,198,6,medium,M,5,4659
7839,7840,B,Ship,3,4,273,2,medium,F,5,5223
3841,3842,F,Flight,3,1,164,3,medium,M,2,5488
1815,1816,B,Ship,3,3,191,3,low,M,5,2007
10580,10581,A,Ship,3,1,235,3,low,F,9,5735
10821,10822,B,Flight,3,1,102,3,medium,M,9,4459
10134,10135,D,Flight,4,5,211,2,low,F,4,4106
4653,4654,B,Flight,5,3,234,3,low,F,6,4632
3657,3658,B,Ship,3,2,265,6,low,M,9,5936
2100,2101,D,Ship,3,1,172,10,high,F,30,1294
5163,5164,B,Ship,4,5,154,3,medium,F,9,5489
6708,6709,D,Flight,5,1,271,4,low,M,3,4610
1673,1674,F,Ship,2,1,137,5,medium,F,3,1037
2101,2102,F,Ship,5,1,195,6,low,F,29,1039
4213,4214,F,Ship,4,4,199,3,low,M,10,5002
8650,8651,C,Ship,4,3,253,6,low,F,4,1788
7884,7885,D,Ship,3,1,222,3,low,M,1,5362
1548,1549,D,Ship,4,1,272,2,low,M,27,2030
8446,8447,C,Ship,3,1,209,2,low,F,2,4855
7779,7780,B,Ship,3,1,253,3,high,M,8,5030
3323,3324,F,Ship,5,1,244,2,low,F,5,4125
8501,8502,F,Flight,6,1,247,6,medium,F,6,4691
355,356,F,Ship,5,1,266,3,low,F,31,3157
5184,5185,D,Road,3,2,111,2,low,F,4,4245
1461,1462,B,Ship,4,4,218,2,medium,M,27,2824
8955,8956,B,Ship,2,2,247,3,low,F,4,4686
6631,6632,F,Ship,3,4,248,3,medium,F,6,4932
10333,10334,F,Ship,4,1,166,5,low,F,9,4472
3220,3221,C,Ship,3,1,263,2,medium,M,9,4868
939,940,B,Road,4,1,147,3,low,F,15,1956
10087,10088,F,Ship,4,1,219,2,medium,M,6,5314
5147,5148,F,Ship,3,4,106,6,medium,F,7,4621
7170,7171,D,Ship,4,5,235,5,low,M,6,1460
6417,6418,B,Road,3,1,233,3,medium,M,7,5331
5923,5924,F,Ship,5,5,275,3,medium,M,9,4287
7430,7431,A,Ship,3,5,201,2,medium,M,2,4440
8846,8847,A,Ship,5,1,258,3,medium,F,8,5694
1751,1752,F,Ship,4,4,136,3,low,M,6,1900
3976,3977,C,Flight,5,1,220,3,medium,M,8,5727
8695,8696,F,Ship,3,1,187,3,medium,M,7,4607
1772,1773,A,Road,5,3,204,2,low,M,40,2181
1196,1197,A,Ship,4,2,187,4,medium,M,49,3225
1878,1879,D,Ship,3,1,136,2,medium,F,61,1509
2668,2669,C,Ship,4,3,154,3,low,M,33,1101
3171,3172,B,Ship,3,2,136,2,high,F,6,4002
2016,2017,D,Ship,3,2,190,3,low,M,37,3315
2005,2006,F,Ship,4,2,244,2,medium,M,15,2857
9104,9105,A,Ship,6,4,249,4,low,M,10,1318
3893,3894,F,Ship,2,4,169,4,low,F,3,4968
10990,10991,C,Ship,5,4,219,6,low,M,3,1098
3237,3238,B,Ship,3,4,177,3,low,F,6,4445
4424,4425,A,Ship,3,3,251,2,low,M,3,5168
4744,4745,C,Ship,4,1,205,3,low,F,10,4923
7695,7696,B,Ship,4,4,222,3,medium,F,6,4199
10065,10066,B,Ship,4,4,196,4,low,F,10,4871
2078,2079,A,Ship,3,5,271,4,low,F,10,1679
5219,5220,F,Flight,7,5,310,4,low,F,5,1975
396,397,D,Road,3,4,205,3,low,F,10,2728
2788,2789,C,Ship,3,5,193,2,medium,F,12,3730
2257,2258,F,Ship,4,5,178,3,low,F,5,1012
7914,7915,D,Ship,3,2,163,2,low,F,5,5021
4072,4073,C,Ship,5,3,243,2,low,F,9,4828
5574,5575,D,Ship,5,2,243,3,low,F,8,4133
9210,9211,D,Ship,5,1,248,3,medium,M,6,5081
10466,10467,A,Ship,5,5,262,6,low,M,10,1816
5355,5356,B,Flight,4,1,231,3,medium,M,2,4940
8486,8487,A,Road,4,4,206,3,low,M,2,5572
6093,6094,B,Ship,4,2,183,2,low,F,8,4921
8938,8939,C,Ship,5,3,162,4,low,F,6,1968
1519,1520,F,Flight,3,3,172,4,low,F,33,1989
9023,9024,F,Road,6,3,192,4,low,M,9,5239
1378,1379,C,Flight,3,1,110,3,low,F,54,1155
5672,5673,A,Ship,3,4,150,2,low,M,1,4742
1023,1024,B,Ship,5,1,246,3,medium,F,44,3993
2587,2588,F,Road,5,4,211,6,low,M,33,3955
9373,9374,F,Ship,4,2,196,5,low,M,5,4994
10744,10745,C,Ship,5,4,236,5,medium,F,7,1017
5621,5622,F,Flight,3,3,168,4,low,F,2,4541
8718,8719,D,Ship,5,1,149,3,low,F,9,5173
5008,5009,C,Ship,3,2,262,7,high,M,5,5985
2857,2858,F,Road,2,1,178,3,low,M,6,1184
10379,10380,F,Ship,4,1,171,2,low,F,6,5719
5771,5772,F,Ship,4,2,270,5,low,M,6,1520
5842,5843,C,Ship,4,2,194,3,low,F,10,5171
7122,7123,D,Flight,5,1,198,4,low,F,5,5025
8447,8448,F,Ship,3,3,157,4,medium,F,7,4487
5832,5833,D,Ship,4,3,251,3,high,M,8,5986
1629,1630,B,Road,3,2,150,3,medium,M,29,1354
4888,4889,C,Ship,6,5,206,6,low,M,2,4014
4526,4527,A,Flight,4,1,148,8,medium,M,5,4851
3523,3524,F,Ship,2,3,226,3,low,M,8,5119
5904,5905,D,Flight,5,4,202,3,low,F,3,4559
522,523,D,Road,6,5,212,2,medium,M,38,2359
3607,3608,F,Ship,5,5,258,4,medium,M,7,5478
10368,10369,D,Ship,5,2,213,3,low,M,9,5526
5220,5221,D,Flight,6,3,292,4,low,F,10,1270
7180,7181,C,Ship,7,5,278,4,low,F,5,1126
234,235,D,Ship,2,1,139,3,low,F,39,1582
3988,3989,C,Flight,3,1,155,3,medium,F,6,5113
3796,3797,C,Ship,6,4,237,5,medium,F,10,5434
4118,4119,A,Flight,4,5,154,3,medium,F,9,5208
6318,6319,D,Flight,6,3,191,6,medium,F,2,4471
5001,5002,B,Ship,4,5,194,8,medium,F,9,4843
7094,7095,A,Ship,3,2,182,10,low,M,1,4303
6775,6776,F,Ship,3,1,166,3,medium,F,9,4251
3800,3801,A,Ship,5,4,156,4,low,M,1,5533
8672,8673,A,Ship,3,2,224,3,medium,M,8,5869
3899,3900,F,Ship,4,5,174,2,low,M,10,5764
5024,5025,A,Ship,7,2,310,4,low,F,7,1294
1948,1949,C,Ship,4,4,170,4,low,M,39,1868
6361,6362,F,Ship,4,2,231,5,low,M,7,4718
470,471,A,Ship,4,1,140,2,low,M,61,1770
2448,2449,D,Road,5,3,136,3,medium,F,13,1446
3492,3493,D,Ship,3,2,185,2,high,F,3,4816
6834,6835,D,Road,4,4,189,2,low,M,5,4553
6091,6092,F,Ship,3,3,225,4,low,F,9,5468
7735,7736,F,Ship,4,2,275,5,low,F,6,1438
2671,2672,F,Ship,4,3,233,2,medium,F,47,3606
10781,10782,F,Ship,4,2,267,5,medium,F,2,1307
2224,2225,C,Ship,4,3,258,3,low,F,12,2017
1106,1107,A,Flight,3,3,213,6,low,F,17,2424
2188,2189,C,Flight,3,3,183,3,high,F,6,3364
818,819,A,Flight,3,4,262,2,low,M,15,3287
7054,7055,C,Ship,4,2,181,3,medium,M,6,5964
6755,6756,F,Ship,2,5,189,3,low,F,5,5320
5571,5572,B,Ship,3,1,248,2,medium,M,1,5703
4523,4524,F,Flight,3,1,170,3,low,M,3,4454
5793,5794,B,Ship,5,5,247,3,low,M,1,5226
10329,10330,B,Ship,4,2,191,2,medium,F,8,4806
9679,9680,F,Ship,5,2,243,5,medium,F,4,1013
5738,5739,A,Road,3,3,245,2,low,F,4,4719
2624,2625,A,Ship,5,4,187,3,low,F,53,3172
4728,4729,D,Ship,4,3,180,3,medium,M,5,4038
10340,10341,A,Ship,6,5,287,5,low,M,2,5611
10905,10906,B,Ship,2,2,210,3,medium,F,10,4324
10041,10042,B,Ship,3,3,165,2,low,M,1,5661
888,889,D,Ship,3,5,212,3,high,M,6,2069
10094,10095,A,Ship,3,5,271,2,medium,F,6,4020
8211,8212,B,Road,3,4,206,3,medium,F,5,5915
2437,2438,F,Ship,4,5,206,3,low,F,65,2598
6056,6057,A,Ship,4,4,210,2,medium,M,8,5942
9261,9262,B,Ship,4,3,213,3,medium,M,2,5432
817,818,F,Flight,5,2,247,3,low,M,32,3645
9844,9845,C,Road,2,2,174,3,low,F,3,5348
3414,3415,D,Road,3,1,258,4,medium,F,6,5365
6352,6353,C,Ship,3,2,253,2,medium,F,2,4567
2341,2342,F,Flight,3,5,186,2,low,F,39,2197
10181,10182,F,Ship,6,1,267,4,low,M,9,1146
3167,3168,F,Flight,3,2,129,3,high,M,9,4342
1809,1810,B,Ship,2,1,188,3,low,M,62,2106
9430,9431,C,Road,7,5,301,4,low,M,9,1660
8933,8934,F,Ship,5,3,140,5,medium,F,6,1823
7161,7162,B,Ship,6,2,306,4,low,F,6,1123
1264,1265,C,Ship,4,3,142,2,medium,F,63,1615
5086,5087,C,Ship,4,3,158,3,high,M,1,5089
8857,8858,F,Ship,6,4,137,8,low,F,9,4374
8891,8892,F,Road,5,3,240,5,low,M,4,1389
7728,7729,D,Ship,5,2,236,6,low,F,6,1552
5835,5836,B,Ship,4,3,273,4,medium,F,1,4585
7016,7017,A,Ship,6,1,103,4,low,M,2,5089
5194,5195,C,Road,4,2,262,3,low,F,9,4941
10645,10646,F,Ship,4,3,260,3,medium,F,4,5770
4449,4450,B,Ship,4,3,198,3,medium,F,1,5846
4945,4946,F,Flight,5,1,240,3,high,M,10,5277
7457,7458,F,Ship,4,5,226,6,medium,F,10,1348
4045,4046,F,Ship,5,1,248,8,low,F,2,4023
7911,7912,B,Ship,3,3,239,3,medium,M,7,4942
3702,3703,D,Flight,5,3,151,2,low,M,8,4749
1035,1036,B,Ship,3,5,253,2,medium,M,17,2205
10191,10192,B,Ship,7,3,306,4,low,F,4,1630
6919,6920,F,Ship,6,1,288,4,medium,M,8,1806
5590,5591,C,Road,5,5,195,4,medium,M,1,4482
7226,7227,A,Ship,4,1,193,3,medium,F,9,5354
1228,1229,C,Flight,6,1,136,3,high,M,12,1592
8509,8510,F,Flight,3,2,233,4,medium,M,1,5886
7954,7955,C,Flight,5,1,239,5,low,F,7,1859
5149,5150,F,Ship,3,1,217,4,medium,F,1,5761
5141,5142,F,Ship,4,5,240,5,low,M,8,4558
8235,8236,B,Flight,4,3,211,8,medium,F,6,5583
6551,6552,F,Road,7,3,264,4,medium,M,3,1296
52,53,C,Ship,4,3,165,3,low,F,44,1320
1011,1012,B,Ship,4,5,262,4,low,M,16,2871
6555,6556,B,Road,5,1,298,4,low,M,4,1551
10897,10898,F,Ship,4,3,242,2,low,M,9,4876
7181,7182,F,Ship,6,5,255,4,low,M,3,1624
9241,9242,F,Ship,4,4,166,6,low,F,6,4100
159,160,B,Ship,3,3,149,3,low,F,63,1946
8673,8674,B,Ship,4,4,172,2,medium,F,3,5538
1587,1588,B,Ship,2,4,162,3,low,F,34,1558
1589,1590,F,Ship,4,2,199,2,medium,F,4,3351
10824,10825,D,Flight,5,1,244,2,medium,M,6,5217
10441,10442,F,Ship,3,4,166,3,high,M,6,4247
8852,8853,A,Ship,3,1,242,8,medium,M,4,4943
10422,10423,D,Flight,3,2,257,3,medium,M,9,5236
10273,10274,F,Flight,3,4,214,2,low,M,7,5256
6687,6688,B,Road,5,4,221,5,low,M,6,5059
10285,10286,F,Flight,4,2,107,2,low,F,8,4460
8316,8317,D,Ship,6,5,263,4,low,M,10,1669
8024,8025,A,Ship,7,3,296,4,medium,M,8,1826
6174,6175,D,Flight,5,4,157,3,medium,F,7,4199
8845,8846,F,Ship,3,5,176,2,medium,F,8,5597
9798,9799,D,Ship,5,5,210,6,low,M,3,5051
7480,7481,C,Ship,7,2,272,4,medium,M,9,1188
3858,3859,D,Ship,3,3,159,4,medium,M,9,4214
10796,10797,A,Road,3,5,156,4,low,F,6,1015
10194,10195,D,Ship,6,4,310,4,medium,M,1,1494
8137,8138,F,Ship,4,5,235,4,medium,M,6,4633
2828,2829,A,Ship,3,1,270,4,low,M,47,3487
436,437,C,Ship,5,4,222,3,low,F,20,3632
5789,5790,F,Ship,4,4,217,5,medium,F,4,1503
10547,10548,F,Flight,2,5,156,5,medium,M,7,5780
10419,10420,B,Flight,2,1,238,4,medium,F,4,4780
10686,10687,D,Flight,5,4,184,5,low,F,5,4782
3878,3879,A,Ship,5,2,205,4,low,M,6,5486
1588,1589,C,Ship,5,4,185,4,medium,M,31,3565
7398,7399,D,Flight,7,3,295,4,low,F,9,1235
2780,2781,A,Ship,3,2,245,4,medium,M,60,2178
9894,9895,D,Ship,3,1,271,3,medium,M,1,5486
9428,9429,A,Road,4,1,220,5,low,F,9,1817
5686,5687,C,Ship,5,5,210,4,medium,M,9,5081
3965,3966,F,Road,6,1,247,3,low,M,1,4637
4727,4728,F,Ship,4,5,259,2,medium,F,4,4092
973,974,F,Flight,5,4,229,3,medium,M,29,2505
1238,1239,A,Flight,3,5,183,3,medium,F,44,3158
2951,2952,F,Ship,4,2,165,3,low,M,7,1702
7618,7619,C,Ship,4,2,175,6,low,F,5,5445
2342,2343,A,Flight,5,2,260,3,low,F,22,2935
7934,7935,A,Road,2,2,165,3,medium,F,10,4080
8536,8537,C,Ship,6,1,222,8,low,M,2,4914
6046,6047,C,Ship,5,2,275,5,low,M,9,1373
2158,2159,C,Ship,4,2,157,2,medium,M,15,1724
10225,10226,F,Ship,4,2,242,6,low,F,10,1531
8013,8014,B,Ship,6,4,254,4,low,M,9,1594
1497,1498,B,Road,3,2,180,2,low,M,53,1853
4545,4546,B,Ship,7,1,250,5,medium,M,8,1776
6465,6466,B,Ship,4,1,253,4,low,F,1,5621
7355,7356,F,Ship,3,2,220,3,low,F,7,5503
7525,7526,F,Road,4,3,174,3,low,F,3,4846
7823,7824,F,Flight,3,5,257,3,medium,M,4,5196
7547,7548,F,Flight,4,2,149,2,low,M,2,4026
7913,7914,F,Ship,4,2,192,2,low,M,9,4140
4257,4258,B,Flight,4,2,239,2,low,F,10,4028
2422,2423,C,Ship,3,2,154,2,high,F,4,1009
9433,9434,F,Road,4,3,241,5,low,F,2,1442
10591,10592,F,Ship,4,2,222,2,low,M,1,5028
5185,5186,F,Road,5,4,172,3,low,F,3,5064
5647,5648,F,Ship,6,5,273,5,medium,M,10,5756
357,358,B,Ship,2,3,247,2,medium,F,62,3127
5242,5243,C,Ship,5,5,230,10,high,F,3,5391
2130,2131,D,Ship,4,2,271,3,medium,M,50,3448
10838,10839,A,Flight,4,2,145,3,medium,M,1,5400
2092,2093,C,Ship,5,4,178,7,medium,M,52,1824
5409,5410,B,Ship,5,5,186,4,medium,F,9,5592
2015,2016,F,Ship,5,5,166,3,medium,F,20,1267
9976,9977,C,Road,4,2,142,3,low,M,2,4790
4044,4045,D,Ship,2,1,228,3,high,F,1,5500
187,188,F,Ship,2,1,222,2,medium,M,5,3778
909,910,B,Ship,4,5,186,10,low,F,42,3521
7938,7939,D,Road,4,1,204,8,low,F,7,5359
3655,3656,F,Ship,4,1,191,3,high,F,6,5335
3426,3427,D,Flight,3,5,168,5,medium,M,9,5731
8470,8471,C,Road,3,5,135,2,medium,M,7,5331
1381,1382,F,Flight,3,2,243,2,low,F,38,3850
8626,8627,C,Flight,7,3,307,4,low,M,1,1793
413,414,F,Flight,4,1,215,2,low,M,32,3066
7427,7428,F,Ship,5,5,264,3,high,F,3,5835
7551,7552,B,Flight,4,1,205,2,low,M,10,4086
5037,5038,B,Ship,6,2,244,4,medium,F,1,1406
4897,4898,F,Ship,5,3,211,3,low,F,5,5087
3336,3337,D,Ship,3,4,184,3,low,M,10,4776
3606,3607,D,Ship,4,5,244,3,low,M,6,1360
3175,3176,F,Ship,2,3,134,3,low,M,6,4444
6846,6847,D,Flight,4,2,250,3,low,M,5,4488
2241,2242,B,Ship,4,1,151,2,low,M,42,1367
10684,10685,C,Flight,3,5,169,3,low,F,4,5659
8804,8805,A,Ship,4,5,208,2,low,F,4,5831
256,257,C,Road,2,2,127,3,low,M,13,1128
10007,10008,F,Flight,4,3,183,3,low,F,6,5712
200,201,A,Ship,2,3,139,3,low,M,9,1471
8821,8822,F,Ship,6,1,260,4,low,F,6,1766
2235,2236,B,Ship,3,1,178,3,high,F,36,1297
4743,4744,B,Ship,3,1,211,3,high,F,7,5178
1767,1768,B,Road,5,2,272,2,medium,F,37,2226
4236,4237,D,Road,3,4,247,2,medium,F,2,5016
8185,8186,F,Ship,3,3,250,2,medium,F,4,4380
9297,9298,B,Road,3,3,167,3,low,F,8,4420
8455,8456,F,Ship,5,5,231,3,medium,F,10,5361
1572,1573,D,Ship,2,1,252,3,low,F,12,2800
24,25,D,Ship,4,5,251,2,medium,F,28,3561
3363,3364,B,Ship,5,2,244,3,low,M,2,4198
1088,1089,A,Road,5,2,196,3,medium,M,44,2085
4674,4675,D,Flight,2,1,177,4,low,F,5,4358
2694,2695,D,Ship,5,1,162,5,low,F,47,1727
8689,8690,F,Ship,4,4,151,3,medium,F,5,4732
3398,3399,A,Road,6,2,240,4,low,M,9,4099
3559,3560,F,Flight,5,3,194,7,medium,F,10,5700
10082,10083,A,Ship,3,4,164,2,low,M,1,4067
2841,2842,B,Ship,4,2,180,3,low,M,3,1518
2311,2312,F,Road,3,5,191,3,high,F,17,2235
7537,7538,F,Flight,3,1,214,2,low,F,3,5595
9173,9174,F,Road,7,2,281,4,medium,F,2,1291
3234,3235,D,Ship,5,3,169,2,low,M,8,5352
7470,7471,D,Ship,4,1,242,6,low,M,8,1419
10258,10259,C,Road,3,3,155,3,medium,M,5,4957
4152,4153,D,Ship,5,4,160,3,high,M,10,5527
1309,1310,F,Ship,4,3,197,3,low,F,20,3617
695,696,F,Flight,4,1,179,3,low,M,63,1215
10320,10321,D,Ship,3,4,273,3,high,F,8,4530
8111,8112,F,Ship,3,3,217,4,medium,F,3,5602
3752,3753,A,Ship,4,2,148,2,low,M,9,4334
6337,6338,F,Ship,4,3,186,3,low,M,2,4437
1227,1228,B,Road,3,4,200,3,medium,F,49,2942
1999,2000,F,Ship,3,4,249,3,low,M,31,3489
276,277,D,Flight,4,2,136,3,low,F,65,1962
4221,4222,B,Road,3,2,239,2,low,F,3,5099
2367,2368,B,Ship,4,5,185,2,low,F,47,3974
5929,5930,F,Ship,4,4,138,5,low,M,10,5401
2953,2954,F,Ship,4,2,184,3,low,F,63,3609
3637,3638,F,Ship,5,5,136,3,low,M,4,4218
3906,3907,D,Ship,4,4,272,5,low,F,3,5243
4778,4779,A,Road,4,1,245,2,low,M,5,5324
5845,5846,F,Ship,5,1,138,3,low,M,10,5612
10674,10675,D,Road,3,4,208,2,low,F,3,5811
4117,4118,F,Flight,4,4,225,3,low,M,10,4486
2527,2528,F,Ship,3,5,198,3,low,M,2,3417
1137,1138,B,Ship,3,5,251,3,medium,M,59,3651
2767,2768,F,Ship,3,1,121,5,low,M,62,1505
2334,2335,D,Flight,5,1,285,5,low,M,51,2063
8763,8764,B,Flight,3,2,257,2,low,F,9,5085
7661,7662,F,Road,4,3,240,8,medium,M,8,4319
942,943,D,Road,4,4,235,4,low,M,50,2020
8735,8736,F,Ship,4,3,154,3,medium,F,4,4867
8205,8206,B,Road,4,5,177,3,medium,M,7,4031
2490,2491,D,Ship,4,5,268,2,high,M,32,3675
10653,10654,B,Ship,2,2,157,3,medium,F,9,4547
9919,9920,F,Ship,6,3,277,4,medium,M,6,1623
7742,7743,A,Ship,6,2,301,4,medium,M,10,1747
6290,6291,A,Road,5,5,298,4,low,M,8,1631
4935,4936,B,Flight,3,2,178,3,low,M,4,5119
3935,3936,F,Ship,3,1,139,2,medium,M,3,4226
6880,6881,C,Ship,4,4,247,6,low,F,4,1044
8342,8343,A,Road,6,4,262,5,low,M,9,1369
2384,2385,A,Ship,4,5,260,3,medium,M,59,3951
8016,8017,D,Ship,6,5,264,4,medium,M,8,1755
7084,7085,C,Ship,4,1,168,2,medium,F,1,5698
115,116,F,Road,3,4,176,3,high,M,36,1779
1863,1864,B,Ship,4,1,192,3,medium,F,29,3347
7496,7497,A,Ship,5,5,237,5,low,F,1,1526
10974,10975,D,Flight,5,2,219,5,low,F,9,1505
3119,3120,F,Ship,4,2,155,5,low,F,48,1043
4258,4259,C,Flight,4,4,141,3,low,M,7,4683
10754,10755,A,Ship,5,5,227,5,medium,M,5,1186
902,903,A,Ship,3,3,250,3,low,F,33,3463
2819,2820,F,Ship,4,4,174,2,low,F,11,1577
3822,3823,D,Road,3,5,163,3,low,M,5,4570
8423,8424,F,Ship,3,5,228,2,medium,F,3,5208
8292,8293,D,Ship,4,4,260,2,medium,M,6,4474
10008,10009,D,Flight,4,3,136,3,medium,F,4,5769
4699,4700,F,Ship,3,4,147,3,low,F,8,5525
9825,9826,B,Ship,3,3,132,2,medium,F,8,5810
3802,3803,C,Ship,4,1,240,4,low,F,7,5905
9149,9150,F,Ship,6,5,255,4,low,F,2,1218
6068,6069,A,Ship,4,1,224,4,medium,F,5,4887
5810,5811,A,Ship,6,4,197,5,medium,M,4,5889
3536,3537,A,Road,4,5,259,2,low,M,7,4390
3825,3826,B,Road,3,2,268,10,medium,M,9,4483
6642,6643,D,Ship,3,4,244,3,medium,M,2,5389
10245,10246,B,Ship,5,5,197,4,low,F,7,4141
9482,9483,A,Ship,3,3,126,6,low,M,8,5084
4810,4811,C,Flight,6,4,243,4,low,M,9,1353
1946,1947,A,Ship,5,1,182,3,low,M,8,3580
9612,9613,D,Ship,5,3,170,3,medium,F,4,4446
8432,8433,A,Ship,4,1,188,2,low,M,10,5085
5335,5336,F,Road,5,3,215,3,low,F,2,4731
3488,3489,A,Ship,5,4,152,3,low,M,1,5314
1610,1611,A,Ship,5,4,259,3,low,F,38,3720
7269,7270,B,Flight,2,3,175,6,high,F,6,5341
8621,8622,F,Road,4,2,246,5,low,M,9,1206
7929,7930,B,Road,4,4,97,6,low,M,4,5801
8387,8388,F,Ship,4,4,175,5,low,M,10,4498
7166,7167,A,Ship,5,4,261,5,low,M,2,1409
4677,4678,B,Ship,3,2,221,3,high,F,7,5477
4959,4960,B,Ship,5,5,191,4,medium,F,10,4933
6963,6964,B,Road,5,1,282,4,low,F,9,4766
5867,5868,F,Road,3,1,209,2,low,M,6,5701
9659,9660,F,Ship,6,5,286,4,medium,F,3,1773
7471,7472,F,Ship,7,2,282,5,low,M,6,1744
4761,4762,B,Ship,5,5,276,4,low,M,2,1411
2194,2195,C,Flight,3,2,134,3,low,F,20,1391
882,883,D,Ship,3,4,169,2,low,M,17,1242
7696,7697,C,Ship,4,1,240,8,medium,M,1,4638
5701,5702,F,Ship,4,4,147,4,low,F,8,5882
7691,7692,F,Ship,4,3,140,2,medium,F,2,5042
5113,5114,F,Ship,5,4,154,2,low,F,5,5528
557,558,F,Flight,2,3,198,2,medium,M,28,3514
8952,8953,D,Ship,4,3,233,2,medium,F,3,4748
5139,5140,B,Ship,3,4,222,6,medium,F,10,4579
1207,1208,F,Road,3,1,100,3,low,F,17,1129
976,977,C,Ship,3,2,165,2,low,F,24,1966
7684,7685,C,Flight,5,2,265,4,low,F,7,4883
10908,10909,D,Ship,4,1,192,4,high,M,10,4570
1510,1511,C,Flight,3,4,245,4,low,M,20,2534
6538,6539,C,Ship,6,3,251,4,low,M,1,1230
3829,3830,F,Road,6,4,136,3,low,M,2,1187
3732,3733,D,Ship,5,5,273,4,low,M,1,5225
8893,8894,F,Road,4,1,226,5,low,M,9,1530
3211,3212,F,Ship,3,5,251,2,low,M,4,4015
3630,3631,D,Ship,4,5,194,2,low,M,3,4724
1708,1709,C,Ship,4,2,213,4,low,F,37,2184
1845,1846,B,Ship,4,4,201,10,medium,M,17,2059
266,267,A,Road,2,3,264,4,low,F,10,1648
5985,5986,B,Ship,4,3,184,8,low,M,4,4686
1140,1141,D,Ship,4,1,260,2,low,M,2,2980
3162,3163,D,Flight,3,1,213,10,medium,M,9,4862
6207,6208,B,Ship,5,3,145,3,medium,M,1,5783
2046,2047,D,Road,5,2,262,6,medium,M,10,3164
3730,3731,C,Ship,3,3,115,6,high,F,6,5636
1909,1910,F,Road,4,4,224,3,low,M,29,3623
2211,2212,B,Ship,4,2,204,3,medium,M,14,3829
2660,2661,A,Ship,4,4,143,5,high,F,5,1027
656,657,A,Ship,3,1,111,4,low,M,61,1844
6660,6661,D,Ship,4,1,261,3,low,F,10,5943
1307,1308,F,Ship,3,1,203,2,medium,F,51,3976
2567,2568,F,Ship,2,4,255,3,low,F,55,1663
8020,8021,C,Ship,7,4,281,4,low,M,9,1970
998,999,A,Ship,3,3,141,2,medium,F,48,1758
8603,8604,F,Ship,6,5,308,4,low,M,4,1202
2834,2835,A,Ship,4,5,149,6,medium,M,40,1974
10534,10535,C,Road,5,1,152,3,medium,F,3,5981
10107,10108,B,Ship,3,5,209,3,high,F,4,5413
5880,5881,D,Road,3,5,134,3,low,F,10,4693
1237,1238,F,Flight,4,1,140,2,low,F,5,1274
2151,2152,B,Ship,5,1,155,2,medium,F,40,1024
9367,9368,F,Ship,4,2,252,4,low,M,1,4705
3835,3836,F,Flight,3,5,220,4,low,M,2,4313
10671,10672,B,Road,3,1,236,4,medium,F,10,1551
9228,9229,D,Ship,4,5,190,3,medium,M,6,4671
10038,10039,D,Ship,2,2,221,2,medium,F,3,4500
6578,6579,A,Flight,2,1,164,5,low,F,8,1886
5091,5092,B,Ship,4,4,157,3,medium,F,10,5041
2186,2187,A,Road,3,4,202,3,medium,M,28,3707
9508,9509,C,Ship,3,5,137,3,low,M,3,5497
1134,1135,D,Ship,4,1,177,4,low,F,13,1569
5004,5005,D,Ship,4,3,161,6,low,M,6,5560
6626,6627,A,Ship,3,3,209,2,medium,M,1,5098
10886,10887,A,Ship,4,2,226,2,low,F,2,4332
1303,1304,F,Ship,4,3,138,3,medium,M,15,1080
9317,9318,F,Flight,5,2,217,2,medium,F,6,4120
1627,1628,F,Road,4,2,104,7,medium,F,46,1438
8833,8834,F,Ship,7,3,307,4,low,F,1,1589
1522,1523,C,Flight,3,1,156,3,medium,F,1,1517
10791,10792,B,Ship,4,2,259,5,medium,M,7,1042
358,359,C,Ship,3,1,140,3,medium,F,65,1291
138,139,D,Flight,4,1,207,5,low,M,48,2399
299,300,F,Ship,4,3,136,3,medium,M,20,1531
1556,1557,A,Ship,5,2,191,3,high,F,52,2028
5099,5100,F,Ship,3,5,275,3,low,M,6,5148
382,383,C,Ship,5,4,215,2,low,F,45,3501
9148,9149,C,Ship,5,5,162,4,low,M,8,1311
